pr_dpcode,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
9,4.0,6,658,4.0,0.0,4.0,6
28,2.0,4,658,2.0,0.0,2.0,6
1,1.0,3,9999,1.0,0.0,1.0,6
9,4.0,4,1095,3.0,1.25,4.0,8
10,1.0,6,511,1.0,0.0,1.0,6
5,6.0,22,266,6.0,0.0,6.0,6
1,1.0,6,329,1.0,0.0,1.0,6
23,13.0,12,15,40.0,0.0,13.0,13
19,3.0,6,37,10.0,0.0,3.0,3
6,1.0,6,874,1.0,1.25,1.0,8
2,4.0,4,217,3.0,1.25,4.0,8
1,10.0,12,473,15.0,0.0,10.0,10
8,5.0,12,365,5.0,0.0,5.0,6
20,5.0,9,255,5.0,0.0,5.0,6
1,4.0,4,329,6.0,0.0,4.0,4
2,8.0,4,292,6.0,1.25,8.0,8
8,3.0,6,720,3.0,0.0,3.0,6
10,0.0,6,1085,0.0,1.25,0.0,8
2,11.0,2,240,9.0,1.25,11.0,11
20,10.0,9,300,8.0,1.25,10.0,10
8,1.0,9,292,1.0,0.0,1.0,6
1,0.0,3,1825,0.0,0.0,0.0,6
20,0.0,7,408,0.0,0.0,0.0,6
6,3.0,23,180,2.0,1.25,3.0,8
19,0.0,5,365,0.0,0.0,0.0,3
19,3.0,6,150,2.0,1.25,3.0,4
20,5.0,6,210,4.0,1.25,5.0,8
5,9.0,16,484,9.0,0.0,9.0,9
19,1.0,6,256,1.0,0.0,1.0,6
6,3.0,9,312,3.0,0.0,3.0,6
28,18.0,24,20,44.0,1.25,18.0,19
1,1.0,6,261,1.0,0.0,1.0,6
28,1.0,4,730,1.0,0.0,1.0,6
20,1.0,6,300,1.0,0.0,1.0,6
28,7.0,4,105,7.0,0.0,7.0,7
3,0.0,2,656,0.0,0.0,0.0,6
9,6.0,9,657,5.0,1.25,6.0,8
2,15.0,16,255,15.0,0.0,15.0,15
5,1.0,6,808,1.0,1.25,1.0,8
28,5.0,4,120,5.0,0.0,5.0,6
6,39.0,10,270,39.0,0.0,39.0,39
8,0.0,4,345,0.0,0.0,0.0,6
5,6.0,12,300,6.0,0.0,6.0,6
23,12.0,3,120,12.0,0.0,12.0,12
5,43.0,48,217,43.0,0.0,43.0,43
1,1.0,3,365,1.0,0.0,1.0,6
27,1.0,1,78,1.4,0.0,1.0,3
9,3.0,6,780,3.0,0.0,3.0,6
22,26.0,18,540,21.0,1.25,26.0,26
21,5.0,12,42,16.0,0.0,5.0,3
10,4.0,4,864,4.0,0.0,4.0,6
28,1.0,4,90,1.0,0.0,1.0,3
3,10.0,12,652,10.0,0.0,10.0,10
3,10.0,10,299,8.0,1.25,10.0,10
19,0.0,4,480,0.0,0.0,0.0,6
1,0.0,3,365,0.0,0.0,0.0,6
23,7.0,12,219,7.0,0.0,7.0,7
19,0.0,6,15,0.0,0.0,0.0,3
1,2.0,3,730,3.0,0.0,2.0,6
9,6.0,8,658,6.0,0.0,6.0,6
28,0.0,4,346,0.0,0.0,0.0,3
14,0.0,4,658,0.0,0.0,0.0,6
1,2.0,6,1460,3.0,0.0,2.0,6
28,25.0,8,182,20.0,1.25,25.0,25
6,8.0,30,970,8.0,0.0,8.0,8
9,0.0,4,756,0.0,1.25,0.0,8
20,11.0,4,441,11.0,0.0,11.0,11
3,0.0,6,168,0.0,0.0,0.0,6
2,8.0,14,291,8.0,0.0,8.0,8
19,0.0,6,585,0.0,0.0,0.0,6
19,9.0,24,260,9.0,0.0,9.0,9
1,13.0,9,365,20.0,0.0,13.0,13
5,48.0,24,211,38.0,1.25,48.0,48
9,7.0,6,756,7.0,0.0,7.0,7
1,10.0,3,226,15.0,0.0,10.0,10
19,7.0,10,164,7.0,0.0,7.0,7
9,4.0,6,630,3.0,1.25,4.0,8
10,0.0,6,1095,0.0,1.25,0.0,8
8,8.0,12,319,8.0,0.0,8.0,8
1,1.0,6,356,2.0,0.0,1.0,6
1,1.0,3,2555,2.0,0.0,1.0,6
5,5.0,10,227,4.0,1.25,5.0,8
1,1.0,3,329,2.0,0.0,1.0,6
5,6.0,24,293,6.0,0.0,6.0,6
8,14.0,16,350,14.0,0.0,14.0,14
19,0.0,5,90,0.0,0.0,0.0,3
6,0.0,7,719,0.0,0.0,0.0,6
2,54.0,42,157,43.0,1.25,54.0,54
2,9.0,20,211,7.0,1.25,9.0,9
14,17.0,30,1095,17.0,0.0,17.0,17
2,24.0,20,158,24.0,0.0,24.0,24
19,6.0,6,295,6.0,0.0,6.0,6
5,0.0,3,181,0.0,0.0,0.0,6
9,0.0,6,720,0.0,0.0,0.0,6
9,8.0,8,658,6.0,1.25,8.0,8
19,0.0,6,365,0.0,1.25,0.0,8
8,2.0,18,504,2.0,0.0,2.0,6
1,0.0,3,365,0.0,0.0,0.0,6
1,0.0,3,329,0.0,0.0,0.0,6
10,0.0,4,1277,0.0,0.0,0.0,6
1,5.0,4,319,8.0,0.0,5.0,5
14,3.0,5,658,3.0,0.0,3.0,6
28,5.0,6,182,5.0,0.0,5.0,6
14,2.0,5,658,2.0,0.0,2.0,6
2,24.0,20,194,24.0,0.0,24.0,24
10,1.0,4,658,1.0,0.0,1.0,6
1,0.0,3,730,0.0,0.0,0.0,6
1,0.0,3,1825,0.0,0.0,0.0,6
5,9.0,4,300,9.0,0.0,9.0,9
23,0.0,12,135,0.0,0.0,0.0,3
28,13.0,8,120,13.0,0.0,13.0,13
4,6.0,10,459,6.0,0.0,6.0,6
20,29.0,36,298,23.0,1.25,29.0,29
2,1.0,4,320,1.0,0.0,1.0,6
19,0.0,6,146,0.0,0.0,0.0,3
2,19.0,18,157,15.0,1.25,19.0,19
1,4.0,6,365,6.0,0.0,4.0,4
9,36.0,16,658,29.0,1.25,36.0,36
20,0.0,12,300,0.0,0.0,0.0,6
28,3.0,8,135,3.0,0.0,3.0,3
9,4.0,6,1095,4.0,0.0,4.0,6
28,14.0,10,60,21.0,0.0,14.0,14
10,2.0,8,365,2.0,0.0,2.0,6
1,15.0,3,329,22.0,0.0,15.0,15
5,0.0,3,562,0.0,0.0,0.0,6
2,1.0,3,365,1.0,1.25,1.0,8
19,14.0,10,240,14.0,0.0,14.0,14
19,6.0,10,645,6.0,0.0,6.0,6
1,1.0,3,329,2.0,0.0,1.0,6
19,0.0,5,90,0.0,0.0,0.0,3
20,5.0,36,425,5.0,0.0,5.0,6
1,4.0,3,329,6.0,0.0,4.0,4
21,2.0,5,35,5.0,0.0,2.0,3
19,0.0,2,657,0.0,0.0,0.0,6
2,10.0,16,315,8.0,1.25,10.0,10
21,6.0,15,24,17.0,0.0,6.0,6
28,0.0,6,360,0.0,0.0,0.0,6
19,0.0,2,365,0.0,0.0,0.0,6
1,1.0,3,2555,1.0,0.0,1.0,6
19,3.0,6,365,3.0,0.0,3.0,6
8,2.0,8,255,2.0,0.0,2.0,6
5,0.0,4,927,0.0,0.0,0.0,6
2,2.0,6,438,2.0,0.0,2.0,6
19,3.0,4,256,3.0,0.0,3.0,6
9,1.0,6,658,1.0,0.0,1.0,6
1,0.0,3,270,0.0,0.0,0.0,6
28,3.0,4,450,3.0,0.0,3.0,6
1,3.0,4,730,4.0,0.0,3.0,6
19,5.0,6,355,5.0,0.0,5.0,6
1,12.0,12,360,18.0,0.0,12.0,12
2,0.0,4,300,0.0,0.0,0.0,6
9,1.0,6,766,1.0,1.25,1.0,8
2,14.0,14,297,11.0,1.25,14.0,14
2,9.0,12,157,7.0,1.25,9.0,9
22,5.0,8,378,4.0,1.25,5.0,4
8,1.0,6,354,1.0,0.0,1.0,6
22,0.0,6,270,0.0,1.25,0.0,4
1,17.0,3,2190,26.0,0.0,17.0,17
10,0.0,6,1095,0.0,0.0,0.0,6
2,7.0,12,301,7.0,0.0,7.0,7
3,28.0,26,139,28.0,0.0,28.0,28
8,4.0,6,328,4.0,0.0,4.0,6
2,4.0,2,252,4.0,0.0,4.0,6
28,8.0,8,130,8.0,0.0,8.0,8
25,5.0,5,658,5.0,0.0,5.0,6
19,1.0,6,730,1.0,0.0,1.0,6
2,6.0,2,321,6.0,0.0,6.0,6
5,1.0,7,373,1.0,0.0,1.0,6
11,0.0,2,365,0.6,0.0,0.0,6
23,12.0,10,26,35.0,0.0,12.0,12
23,2.0,3,10,10.0,0.0,2.0,3
1,0.0,3,365,0.0,0.0,0.0,6
20,1.0,4,8,4.0,0.0,1.0,3
19,0.0,6,310,0.0,0.0,0.0,6
19,1.0,4,657,1.0,0.0,1.0,6
9,17.0,18,658,17.0,0.0,17.0,17
9,4.0,6,780,4.0,0.0,4.0,6
9,3.0,6,1095,3.0,0.0,3.0,6
2,4.0,40,274,3.0,1.25,4.0,8
10,4.0,4,315,3.0,1.25,4.0,8
27,0.0,0,120,0.0,0.0,0.0,3
19,1.0,6,300,1.0,0.0,1.0,6
5,0.0,2,90,0.0,0.0,0.0,6
27,1.0,1,47,1.71,0.0,1.0,3
5,9.0,6,517,9.0,0.0,9.0,9
8,0.0,7,438,0.0,1.25,0.0,8
22,0.0,6,325,0.0,0.0,0.0,3
9,3.0,4,658,2.0,1.25,3.0,8
18,10.0,10,150,10.0,0.0,10.0,10
3,0.0,6,570,0.0,1.25,0.0,8
19,0.0,12,574,0.0,0.0,0.0,6
28,3.0,4,630,3.0,0.0,3.0,6
4,1.0,6,299,1.0,0.0,1.0,6
20,4.0,12,295,4.0,0.0,4.0,6
9,3.0,6,658,2.0,1.25,3.0,8
5,0.0,3,590,0.0,0.0,0.0,6
8,13.0,9,935,13.0,0.0,13.0,13
8,2.0,4,606,2.0,0.0,2.0,6
19,19.0,36,1050,19.0,0.0,19.0,19
3,1.0,4,180,1.0,0.0,1.0,6
2,22.0,54,161,22.0,0.0,22.0,22
9,11.0,6,766,9.0,1.25,11.0,11
8,24.0,37,365,24.0,0.0,24.0,24
23,2.0,3,25,6.0,0.0,2.0,3
9,1.0,6,660,1.0,1.25,1.0,8
20,0.0,4,271,0.0,0.0,0.0,6
2,0.0,4,292,0.0,0.0,0.0,6
28,5.0,6,135,5.0,0.0,5.0,3
8,0.0,9,292,0.0,0.0,0.0,6
6,3.0,6,615,3.0,0.0,3.0,6
9,5.0,4,658,5.0,0.0,5.0,6
1,4.0,4,2190,4.0,1.25,4.0,8
27,0.0,2,25,0.0,0.0,0.0,3
23,0.0,3,12,0.0,0.0,0.0,3
22,1.0,4,365,1.0,0.0,1.0,3
9,8.0,8,658,6.0,1.25,8.0,8
3,1.0,10,168,1.0,1.25,1.0,8
19,4.0,12,365,4.0,0.0,4.0,3
2,0.0,4,255,0.0,0.0,0.0,6
5,8.0,6,292,8.0,0.0,8.0,8
1,208.0,72,262,265.0,0.0,208.0,177
28,0.0,4,180,0.0,0.0,0.0,6
2,91.0,48,202,73.0,1.25,91.0,91
14,5.0,2,658,5.0,0.0,5.0,6
2,0.0,8,210,0.0,0.0,0.0,6
28,7.0,8,180,7.0,0.0,7.0,7
1,0.0,3,329,0.0,0.0,0.0,6
2,16.0,21,302,16.0,0.0,16.0,16
8,0.0,6,183,0.0,0.0,0.0,6
19,5.0,6,365,5.0,0.0,5.0,6
3,3.0,10,213,3.0,0.0,3.0,6
1,2.0,4,365,3.0,0.0,2.0,6
23,49.0,19,70,77.0,0.0,49.0,51
6,3.0,6,432,2.0,1.25,3.0,8
9,2.0,6,756,2.0,0.0,2.0,6
19,4.0,6,461,4.0,0.0,4.0,6
23,46.0,24,219,37.0,1.25,46.0,46
9,5.0,11,658,5.0,0.0,5.0,6
9,1.0,6,730,1.0,0.0,1.0,6
28,4.0,6,180,4.0,0.0,4.0,6
19,1.0,10,15,4.0,0.0,1.0,3
3,0.0,4,270,0.0,0.0,0.0,6
19,8.0,6,767,6.0,1.25,8.0,8
2,14.0,6,365,14.0,0.0,14.0,14
23,2.0,3,162,2.0,0.0,2.0,3
8,8.0,7,321,8.0,0.0,8.0,8
8,26.0,36,429,26.0,0.0,26.0,26
14,4.0,15,658,3.0,1.25,4.0,8
28,4.0,4,350,4.0,0.0,4.0,6
6,1.0,4,967,1.0,0.0,1.0,6
2,1.0,6,255,1.0,0.0,1.0,6
9,1.0,4,657,1.0,1.25,1.0,8
19,1.0,12,120,1.0,0.0,1.0,3
28,3.0,4,150,3.0,0.0,3.0,6
8,4.0,4,298,4.0,0.0,4.0,6
1,0.0,6,329,0.0,0.0,0.0,6
8,8.0,7,1825,8.0,0.0,8.0,8
3,44.0,24,788,44.0,0.0,44.0,44
20,1.0,6,180,1.0,0.0,1.0,6
28,22.0,40,20,56.0,1.25,22.0,24
1,4.0,6,360,6.0,0.0,4.0,4
21,3.0,5,190,3.0,0.0,3.0,3
5,0.0,4,767,0.0,0.0,0.0,6
28,4.0,8,90,6.0,0.0,4.0,6
28,3.0,4,321,3.0,0.0,3.0,3
19,1.0,4,270,1.0,0.0,1.0,6
28,3.0,6,135,3.0,0.0,3.0,3
21,10.0,12,27,29.0,0.0,10.0,10
2,20.0,30,219,20.0,0.0,20.0,20
8,6.0,12,280,6.0,0.0,6.0,6
19,0.0,6,730,0.0,0.0,0.0,6
28,6.0,12,180,6.0,0.0,6.0,6
2,5.0,6,300,5.0,0.0,5.0,6
8,5.0,9,653,5.0,0.0,5.0,6
21,18.0,3,108,18.0,0.0,18.0,18
9,0.0,6,730,0.0,0.0,0.0,6
2,4.0,6,270,3.0,1.25,4.0,8
9,1.0,4,584,1.0,0.0,1.0,6
3,4.0,10,270,4.0,0.0,4.0,6
8,8.0,4,644,6.0,1.25,8.0,8
23,3.0,6,274,3.0,0.0,3.0,3
8,1.0,4,336,1.0,0.0,1.0,6
8,41.0,40,618,33.0,1.25,41.0,41
8,5.0,4,720,4.0,1.25,5.0,8
25,1.0,5,730,1.0,0.0,1.0,6
4,2.0,5,633,2.0,0.0,2.0,6
19,0.0,12,465,0.0,0.0,0.0,6
23,4.0,6,120,4.0,0.0,4.0,3
5,11.0,4,460,9.0,1.25,11.0,11
19,4.0,6,658,4.0,0.0,4.0,6
1,6.0,12,337,8.0,1.25,6.0,6
1,0.0,6,180,0.0,0.0,0.0,6
2,9.0,2,607,9.0,0.0,9.0,9
10,5.0,6,864,4.0,1.25,5.0,8
9,9.0,17,658,9.0,0.0,9.0,9
2,30.0,36,600,30.0,0.0,30.0,30
2,2.0,6,180,2.0,0.0,2.0,6
23,2.0,5,8,10.0,0.0,2.0,3
9,2.0,6,365,2.0,0.0,2.0,6
28,3.0,4,60,5.0,0.0,3.0,3
19,0.0,6,867,0.0,0.0,0.0,6
8,0.0,6,395,0.0,0.0,0.0,6
1,0.0,4,2190,0.0,1.25,0.0,8
8,116.0,23,150,92.0,1.25,116.0,115
23,6.0,3,18,19.0,0.0,6.0,6
8,1.0,6,456,1.0,1.25,1.0,8
28,2.0,3,56,3.0,0.0,2.0,3
2,3.0,6,180,3.0,0.0,3.0,6
2,3.0,6,297,2.0,1.25,3.0,8
19,1.0,6,650,1.0,0.0,1.0,6
1,0.0,3,365,0.0,0.0,0.0,6
23,9.0,12,162,9.0,0.0,9.0,9
28,2.0,6,91,2.0,0.0,2.0,3
20,17.0,16,292,17.0,0.0,17.0,17
20,1.0,6,730,1.0,0.0,1.0,6
2,1.0,10,234,1.0,1.25,1.0,8
20,1.0,6,120,1.0,1.25,1.0,8
2,13.0,36,315,10.0,1.25,13.0,13
10,1.0,4,658,1.0,1.25,1.0,8
19,0.0,3,365,0.0,0.0,0.0,6
21,1.0,3,16,4.0,0.0,1.0,3
9,4.0,4,657,3.0,1.25,4.0,8
1,3.0,8,329,5.0,0.0,3.0,6
1,4.0,6,540,6.0,0.0,4.0,4
23,27.0,15,165,27.0,0.0,27.0,27
10,2.0,6,325,2.0,0.0,2.0,6
19,0.0,2,365,0.0,0.0,0.0,6
9,10.0,8,658,10.0,0.0,10.0,10
3,1.0,4,165,1.0,0.0,1.0,6
19,0.0,2,365,0.0,0.0,0.0,6
8,7.0,36,644,7.0,0.0,7.0,7
1,0.0,3,365,0.0,0.0,0.0,6
19,10.0,5,290,10.0,0.0,10.0,10
21,5.0,5,25,15.0,0.0,5.0,3
2,3.0,14,240,3.0,0.0,3.0,6
9,4.0,4,720,3.0,1.25,4.0,8
19,1.0,6,657,1.0,0.0,1.0,6
10,4.0,13,365,3.0,1.25,4.0,8
12,0.0,20,530,0.0,0.0,0.0,6
1,1.0,3,360,1.0,0.0,1.0,6
19,1.0,6,767,1.0,1.25,1.0,8
2,2.0,2,365,2.0,0.0,2.0,6
19,4.0,4,256,4.0,0.0,4.0,6
22,2.0,5,160,2.0,0.0,2.0,3
23,10.0,12,162,10.0,0.0,10.0,10
1,0.0,6,329,0.0,0.0,0.0,6
2,0.0,6,255,0.0,0.0,0.0,6
2,5.0,6,262,4.0,1.25,5.0,8
1,2.0,6,349,3.0,0.0,2.0,6
14,6.0,10,1095,6.0,0.0,6.0,6
23,0.0,3,150,0.0,0.0,0.0,3
19,12.0,12,180,12.0,0.0,12.0,12
23,11.0,4,150,11.0,0.0,11.0,11
19,4.0,6,256,4.0,0.0,4.0,6
28,0.0,4,710,0.0,0.0,0.0,6
5,3.0,3,165,3.0,0.0,3.0,6
2,0.0,2,255,0.0,0.0,0.0,6
5,0.0,3,292,0.0,0.0,0.0,6
10,3.0,6,658,2.0,1.25,3.0,8
8,5.0,7,231,5.0,0.0,5.0,6
8,4.0,6,373,3.0,1.25,4.0,8
27,2.0,20,90,3.0,0.0,2.0,3
8,8.0,12,319,8.0,0.0,8.0,8
28,6.0,6,84,9.0,0.0,6.0,6
14,11.0,12,658,9.0,1.25,11.0,11
1,3.0,3,329,4.0,0.0,3.0,6
10,5.0,6,365,5.0,0.0,5.0,6
2,4.0,6,256,4.0,0.0,4.0,6
19,1.0,6,365,1.0,0.0,1.0,6
28,4.0,4,180,4.0,0.0,4.0,6
1,1.0,3,365,1.0,0.0,1.0,6
19,0.0,6,365,0.0,0.0,0.0,6
5,4.0,3,315,3.0,1.25,4.0,8
10,5.0,6,766,4.0,1.25,5.0,8
20,1.0,4,180,1.0,1.25,1.0,8
28,3.0,4,180,3.0,0.0,3.0,6
2,30.0,24,247,30.0,0.0,30.0,30
9,16.0,12,658,16.0,0.0,16.0,16
28,0.0,4,730,0.0,0.0,0.0,6
1,0.0,4,730,0.0,0.0,0.0,6
19,5.0,6,876,5.0,0.0,5.0,6
19,1.0,6,1585,1.0,0.0,1.0,6
23,6.0,6,109,5.0,1.25,6.0,4
1,1.0,6,3350,1.0,0.0,1.0,6
8,5.0,4,367,4.0,1.25,5.0,8
5,2.0,6,670,2.0,0.0,2.0,6
3,2.0,8,360,2.0,0.0,2.0,6
6,41.0,23,522,33.0,1.25,41.0,41
5,24.0,12,600,24.0,0.0,24.0,24
28,2.0,4,180,2.0,0.0,2.0,6
1,7.0,6,329,10.0,0.0,7.0,7
1,1.0,3,365,1.0,0.0,1.0,6
14,14.0,36,658,14.0,0.0,14.0,14
19,0.0,12,144,0.0,0.0,0.0,6
6,11.0,16,288,11.0,0.0,11.0,11
28,1.0,4,730,1.0,0.0,1.0,6
19,0.0,6,180,0.0,0.0,0.0,6
2,3.0,2,256,3.0,0.0,3.0,6
19,2.0,5,30,6.0,0.0,2.0,3
2,8.0,13,314,6.0,1.25,8.0,8
19,2.0,6,409,2.0,0.0,2.0,6
2,31.0,12,234,25.0,1.25,31.0,31
14,35.0,20,657,35.0,0.0,35.0,35
1,1.0,3,180,2.0,0.0,1.0,6
19,0.0,4,255,0.0,0.0,0.0,6
19,14.0,6,1460,11.0,1.25,14.0,14
21,2.0,8,26,6.0,0.0,2.0,3
1,1.0,6,304,2.0,1.25,1.0,8
19,10.0,6,730,10.0,0.0,10.0,10
6,3.0,8,109,3.0,0.0,3.0,6
2,4.0,20,256,4.0,0.0,4.0,6
1,0.0,3,365,0.0,0.0,0.0,6
22,1.0,4,216,1.0,0.0,1.0,3
19,8.0,6,700,8.0,0.0,8.0,8
1,1.0,3,2190,1.0,0.0,1.0,6
1,0.0,3,329,0.0,0.0,0.0,6
2,0.0,2,300,0.0,0.0,0.0,6
2,5.0,12,365,5.0,0.0,5.0,6
2,27.0,40,189,27.0,0.0,27.0,27
19,0.0,5,30,1.0,0.0,0.0,3
21,11.0,5,30,27.0,1.25,11.0,11
22,41.0,24,255,41.0,0.0,41.0,41
1,11.0,13,240,13.0,1.25,11.0,11
5,7.0,14,300,7.0,0.0,7.0,7
20,49.0,30,304,49.0,0.0,49.0,49
1,19.0,21,545,28.0,0.0,19.0,19
2,21.0,36,252,17.0,1.25,21.0,21
28,4.0,4,450,4.0,0.0,4.0,6
10,18.0,14,766,14.0,1.25,18.0,18
2,25.0,26,323,20.0,1.25,25.0,25
23,17.0,12,46,30.0,0.0,17.0,20
23,13.0,6,18,40.0,0.0,13.0,13
1,1.0,3,730,1.0,0.0,1.0,6
21,1.0,6,200,1.0,0.0,1.0,3
1,5.0,3,365,7.0,0.0,5.0,5
19,3.0,12,144,3.0,0.0,3.0,6
10,11.0,12,766,9.0,1.25,11.0,11
9,4.0,9,658,3.0,1.25,4.0,8
19,1.0,5,200,1.0,0.0,1.0,3
25,4.0,3,658,4.0,0.0,4.0,6
23,1.0,5,274,1.0,0.0,1.0,3
10,3.0,6,766,2.0,1.25,3.0,8
21,8.0,10,200,8.0,0.0,8.0,8
2,3.0,2,252,3.0,0.0,3.0,6
12,21.0,14,472,21.0,0.0,21.0,21
19,3.0,2,657,3.0,0.0,3.0,6
21,0.0,6,700,0.0,0.0,0.0,3
21,3.0,6,18,10.0,0.0,3.0,3
19,0.0,24,365,0.0,0.0,0.0,6
28,3.0,3,50,4.0,0.0,3.0,3
1,66.0,5,365,75.0,1.25,66.0,63
19,0.0,6,255,0.0,1.25,0.0,8
2,1.0,8,628,1.0,0.0,1.0,6
19,3.0,8,30,8.0,0.0,3.0,3
1,7.0,11,545,10.0,0.0,7.0,7
1,0.0,3,1277,0.0,0.0,0.0,6
5,3.0,6,90,3.0,1.25,3.0,8
8,0.0,12,292,0.0,0.0,0.0,6
11,0.0,2,365,0.05,0.0,0.0,6
5,1.0,6,90,1.0,1.25,1.0,8
28,14.0,14,120,14.0,0.0,14.0,14
20,27.0,30,180,27.0,0.0,27.0,27
1,0.0,12,584,0.0,0.0,0.0,6
19,0.0,6,292,0.0,0.0,0.0,6
9,4.0,4,658,4.0,0.0,4.0,6
28,10.0,14,75,12.0,1.25,10.0,10
10,0.0,7,329,0.0,0.0,0.0,6
20,1.0,6,182,1.0,0.0,1.0,6
1,0.0,3,329,0.0,0.0,0.0,6
14,14.0,18,1095,14.0,0.0,14.0,14
14,9.0,10,1000,7.0,1.25,9.0,9
5,0.0,3,90,0.0,0.0,0.0,6
20,20.0,16,288,20.0,0.0,20.0,20
5,1.0,3,365,1.0,0.0,1.0,6
10,0.0,12,720,0.0,1.25,0.0,8
28,17.0,14,200,17.0,0.0,17.0,17
28,12.0,14,182,12.0,0.0,12.0,12
22,1.0,6,216,1.0,0.0,1.0,3
10,1.0,4,658,1.0,1.25,1.0,8
10,76.0,46,657,61.0,1.25,76.0,76
5,6.0,10,180,6.0,0.0,6.0,6
9,1.0,7,796,1.0,1.25,1.0,8
1,0.0,4,365,0.0,0.0,0.0,6
12,1.0,34,365,1.0,0.0,1.0,6
9,8.0,6,658,6.0,1.25,8.0,8
8,4.0,6,287,3.0,1.25,4.0,8
27,1.0,1,120,1.44,0.0,1.0,3
5,0.0,3,751,0.0,0.0,0.0,6
9,0.0,4,275,0.0,0.0,0.0,6
19,2.0,3,25,6.0,0.0,2.0,3
9,10.0,4,658,8.0,1.25,10.0,10
1,0.0,3,365,0.0,0.0,0.0,6
8,0.0,4,958,0.0,0.0,0.0,6
3,1.0,4,405,1.0,0.0,1.0,6
19,11.0,20,700,11.0,0.0,11.0,11
19,3.0,12,150,3.0,0.0,3.0,6
1,0.0,3,1825,0.0,0.0,0.0,6
21,2.0,3,42,5.0,0.0,2.0,3
28,9.0,12,80,14.0,0.0,9.0,9
28,0.0,4,730,0.0,0.0,0.0,6
2,88.0,48,129,70.0,1.25,88.0,88
8,14.0,7,216,11.0,1.25,14.0,14
1,0.0,6,365,0.0,0.0,0.0,6
28,2.0,4,135,2.0,0.0,2.0,6
10,3.0,4,658,3.0,0.0,3.0,6
27,0.0,4,210,0.0,0.0,0.0,3
3,9.0,4,234,9.0,0.0,9.0,9
14,0.0,3,658,0.0,0.0,0.0,6
4,13.0,13,465,10.0,1.25,13.0,13
23,5.0,5,120,5.0,0.0,5.0,3
1,0.0,3,356,0.0,0.0,0.0,6
2,14.0,33,161,14.0,0.0,14.0,14
20,33.0,6,292,33.0,0.0,33.0,33
2,3.0,12,730,3.0,0.0,3.0,6
23,35.0,23,19,114.0,0.0,35.0,38
2,4.0,10,234,3.0,1.25,4.0,8
3,23.0,10,157,23.0,0.0,23.0,23
19,2.0,6,288,2.0,0.0,2.0,6
19,5.0,8,365,5.0,0.0,5.0,6
14,1.0,3,1800,1.0,0.0,1.0,6
12,11.0,20,584,11.0,0.0,11.0,11
2,2.0,4,255,2.0,0.0,2.0,6
20,3.0,6,288,3.0,0.0,3.0,6
10,14.0,10,658,14.0,0.0,14.0,14
8,0.0,4,255,0.0,0.0,0.0,6
8,2.0,4,412,2.0,0.0,2.0,6
3,25.0,38,163,25.0,0.0,25.0,25
2,8.0,12,306,8.0,0.0,8.0,8
2,21.0,28,312,17.0,1.25,21.0,21
12,13.0,10,315,13.0,0.0,13.0,13
19,2.0,6,480,2.0,0.0,2.0,6
28,4.0,6,270,4.0,0.0,4.0,3
28,0.0,6,135,0.0,0.0,0.0,3
28,0.0,4,182,0.0,0.0,0.0,6
28,5.0,6,360,5.0,0.0,5.0,6
8,1.0,7,365,1.0,1.25,1.0,8
28,3.0,4,135,3.0,0.0,3.0,3
10,4.0,7,504,4.0,0.0,4.0,6
1,2.0,6,380,3.0,0.0,2.0,6
8,3.0,17,304,3.0,0.0,3.0,6
10,0.0,4,365,0.0,0.0,0.0,6
28,1.0,4,182,1.0,0.0,1.0,6
5,9.0,3,295,7.0,1.25,9.0,9
1,0.0,3,329,0.0,0.0,0.0,6
8,0.0,6,300,0.0,0.0,0.0,6
28,2.0,3,56,3.0,0.0,2.0,3
23,5.0,8,25,11.0,1.25,5.0,4
3,8.0,6,165,8.0,0.0,8.0,8
8,2.0,4,622,2.0,0.0,2.0,6
19,1.0,6,475,1.0,0.0,1.0,6
2,0.0,2,252,0.0,0.0,0.0,6
8,2.0,7,664,2.0,0.0,2.0,6
28,4.0,6,182,4.0,0.0,4.0,6
23,7.0,6,270,7.0,0.0,7.0,7
23,9.0,6,219,9.0,0.0,9.0,9
5,0.0,6,1080,0.0,0.0,0.0,6
28,4.0,4,150,4.0,0.0,4.0,6
28,0.0,4,120,0.0,0.0,0.0,6
2,25.0,24,244,25.0,0.0,25.0,25
2,22.0,10,270,22.0,0.0,22.0,22
5,3.0,8,657,3.0,0.0,3.0,6
1,7.0,6,329,10.0,0.0,7.0,7
3,40.0,42,365,40.0,0.0,40.0,40
8,1.0,6,262,1.0,0.0,1.0,6
28,0.0,4,90,0.0,0.0,0.0,3
19,1.0,3,90,2.0,0.0,1.0,3
9,1.0,6,630,1.0,1.25,1.0,8
23,1.0,5,120,1.0,0.0,1.0,3
23,10.0,4,109,10.0,0.0,10.0,10
1,1.0,3,365,1.0,0.0,1.0,6
23,4.0,9,13,19.0,0.0,4.0,3
4,2.0,7,286,2.0,0.0,2.0,6
9,9.0,6,660,7.0,1.25,9.0,9
2,5.0,6,255,5.0,0.0,5.0,6
3,2.0,10,180,2.0,0.0,2.0,6
1,1.0,3,2190,1.0,0.0,1.0,6
19,6.0,4,365,6.0,0.0,6.0,6
14,7.0,8,658,7.0,0.0,7.0,7
1,3.0,3,402,5.0,0.0,3.0,6
